V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2235,7.3211,80,20,4.138,65,82,68,101,59,0,0,15.915,98,-
2236,21.645,NA,7,NA,NA,NA,NA,21,NA,0,0,3.1831,NA,-
2237,11.777,88,42,2.8648,65,NA,73,101,59,NA,0,27.056,98,-
2238,8.5944,80,NA,2.8648,NA,26,73,101,NA,0,0,14.324,98,-
2239,8.5944,80,42,NA,65,NA,NA,NA,59,0,NA,NA,52,-
2240,23.873,80,42,2.8648,102,14,NA,101,NA,0,0,12.732,98,-
2241,8.5944,NA,90,3.1831,65,85,68,101,59,0,0,6.3662,98,-
2242,11.459,88,20,NA,65,35,68,101,59,0,0,15.915,64,-
2243,11.141,80,42,2.8648,28,44,NA,101,59,0,0,NA,98,-
2244,16.87,80,3,2.2282,NA,26,NA,21,NA,0,0,12.732,98,-
2245,8.5944,80,90,3.1831,NA,14,NA,NA,NA,0,0,12.732,98,-
2246,10.823,NA,42,2.8648,28,26,68,101,59,1058.4,0,NA,98,-
2247,9.231,80,42,2.8648,NA,58,99,101,59,NA,0,17.825,98,-
2248,12.732,92,90,NA,28,14,99,21,37,0,0,11.141,98,-
2249,7.0028,80,8,1.5915,65,44,70,101,59,0,0,9.5493,98,-
2250,13.687,87,90,3.1831,NA,34,49,101,59,0,NA,12.732,NA,-
2251,17.507,88,42,2.8648,61,35,49,101,59,0,0,9.5493,98,-
2252,NA,80,NA,3.1831,28,NA,99,101,37,NA,0,12.732,98,-
2253,7.3211,80,20,4.138,65,71,73,NA,37,0,0,9.5493,98,-
2254,14.642,NA,NA,3.1831,65,NA,68,101,59,0,0,12.732,98,-
2255,9.231,80,NA,3.1831,65,26,73,101,NA,0,0,NA,98,-
2256,14.006,80,63,4.4563,61,NA,49,NA,NA,0,0,15.279,50,-
2257,6.3662,NA,90,3.1831,65,82,73,101,59,0,0,7.9577,NA,-
2258,19.735,88,NA,3.1831,NA,NA,68,101,NA,NA,0,12.732,98,-
2259,15.597,80,19,3.5014,65,34,99,101,NA,0,0,11.141,25,-
2260,9.231,80,2,1.9099,NA,35,103,15,37,0,0,12.732,NA,-
2261,11.141,88,20,4.138,61,85,49,101,59,0,0,19.099,NA,-
2262,12.414,57,NA,2.2282,61,NA,49,101,59,0,0,9.5493,98,-
2263,12.414,80,20,4.138,NA,34,68,101,59,0,0,14.324,98,-
2264,NA,NA,42,2.8648,28,58,70,NA,37,0,NA,10.186,NA,-
2265,12.096,NA,NA,2.8648,61,44,49,NA,59,NA,NA,9.5493,64,-
2266,22.918,NA,42,NA,61,NA,49,101,NA,0,0,2.5465,98,-
2267,9.8676,NA,7,1.2732,61,58,49,101,59,0,0,12.732,98,-
2268,17.507,80,NA,1.2732,61,26,49,101,59,0,0,19.099,98,-
2269,12.096,80,90,3.1831,NA,71,99,101,NA,0,NA,12.732,98,-
2270,10.504,80,90,3.1831,28,NA,68,101,37,0,NA,7.9577,98,-
2271,7.9577,NA,18,3.8197,NA,14,68,101,37,0,0,NA,98,-
2272,6.0479,NA,90,3.1831,65,NA,73,101,59,0,0,NA,98,-
2273,11.777,NA,19,3.5014,NA,94,NA,101,37,0,0,16.552,98,-
2274,NA,NA,90,NA,NA,94,70,NA,NA,0,NA,11.141,98,-
2275,NA,80,NA,NA,65,NA,70,NA,59,NA,0,12.732,NA,-
2276,11.141,80,NA,2.8648,NA,26,49,NA,59,0,0,13.687,98,-
2277,14.006,87,42,2.8648,NA,NA,103,NA,37,0,0,19.099,98,-
2278,11.141,88,42,2.8648,NA,34,68,101,59,1480.1,NA,NA,98,-
2279,12.732,NA,NA,4.138,61,14,49,NA,59,0,0,12.732,98,-
2280,NA,80,42,NA,65,35,73,101,59,0,NA,NA,98,-
2281,15.597,80,90,3.1831,65,NA,68,21,37,0,0,12.732,98,-
2282,12.096,80,2,1.9099,65,26,68,21,59,0,0,12.732,NA,-
2283,7.6394,80,42,2.8648,65,85,73,101,37,NA,560.86,NA,98,-
2284,NA,88,42,2.8648,61,26,49,NA,59,NA,NA,12.732,NA,-
2285,NA,80,42,2.8648,61,58,NA,101,NA,NA,0,NA,NA,-
2286,7.0028,80,90,3.1831,65,71,68,101,59,NA,0,12.732,98,-
2287,8.9127,92,NA,NA,61,34,49,101,59,0,NA,12.732,98,-
2288,19.099,NA,42,2.8648,102,58,99,101,37,0,0,12.732,NA,-
2289,9.8676,80,42,2.8648,89,58,NA,101,37,0,712.38,NA,NA,-
2290,12.732,NA,42,2.8648,28,NA,68,101,59,NA,NA,7.9577,98,-
2291,NA,80,42,2.8648,60,14,49,NA,59,0,0,19.099,98,-
2292,22.6,57,20,4.138,102,82,NA,101,37,0,0,1.9099,98,-
2293,13.369,80,42,2.8648,28,NA,73,101,37,0,0,12.732,98,-
2294,14.006,57,4,2.5465,NA,26,49,101,NA,0,0,NA,NA,-
2295,8.5944,92,20,NA,65,82,68,101,59,0,0,2.8648,98,-
2296,12.732,NA,19,NA,NA,NA,49,NA,NA,0,0,4.7746,98,-
2297,6.6845,80,90,NA,65,14,NA,101,37,NA,0,12.732,64,-
2298,7.9577,NA,42,2.8648,65,44,70,101,59,NA,0,11.141,98,-
2299,19.417,80,6,0.95493,28,96,68,NA,NA,NA,NA,NA,98,-
2300,17.189,NA,NA,NA,28,NA,68,101,59,0,0,NA,98,-
2301,NA,80,20,4.138,65,NA,68,NA,59,NA,0,NA,98,-
2302,16.87,88,90,NA,NA,35,49,101,NA,0,0,9.5493,98,-
2303,15.279,80,20,4.138,NA,85,99,101,37,0,0,14.006,98,-
2304,11.141,80,42,2.8648,61,44,49,101,59,0,0,19.099,98,-
2305,13.369,88,NA,NA,61,34,NA,NA,59,0,0,15.915,98,-
2306,NA,88,42,2.8648,61,58,NA,101,59,0,NA,NA,98,-
2307,21.963,57,2,1.9099,61,34,49,NA,59,0,0,NA,98,-
2308,NA,80,90,3.1831,65,14,73,101,NA,NA,0,12.732,NA,-
2309,12.732,80,42,NA,NA,96,NA,101,59,0,0,12.732,NA,-
2310,6.6845,80,90,3.1831,65,71,73,101,59,0,0,4.7746,98,-
2311,12.732,80,18,3.8197,28,82,68,101,37,0,0,NA,98,-
2312,NA,NA,90,3.1831,61,26,49,101,59,0,0,12.732,98,-
2313,11.459,80,42,2.8648,28,44,NA,NA,59,0,0,12.732,98,-
2314,NA,NA,42,2.8648,102,NA,68,NA,59,NA,0,9.5493,98,-
2315,NA,80,90,3.1831,NA,96,73,101,59,NA,0,9.5493,98,-
2316,13.051,57,20,4.138,102,NA,68,101,37,0,0,12.732,98,-
2317,10.823,80,90,3.1831,28,34,68,NA,59,0,0,15.915,98,-
2318,NA,80,3,NA,28,71,NA,21,37,0,0,12.732,98,-
2319,8.5944,80,42,2.8648,65,34,73,101,37,0,0,12.732,NA,-
2320,8.9127,NA,42,2.8648,65,NA,73,21,59,0,0,NA,98,-
2321,8.5944,NA,42,2.8648,65,NA,73,21,59,0,0,NA,98,-
2322,6.3662,80,90,3.1831,65,85,73,101,59,0,0,12.732,98,-
2323,5.7296,NA,90,3.1831,NA,85,73,101,37,NA,0,4.7746,98,-
2324,10.186,80,20,4.138,61,NA,49,NA,NA,0,0,12.732,NA,-
2325,7.3211,92,NA,3.1831,65,71,NA,101,59,0,0,NA,98,-
2326,11.141,NA,NA,2.8648,28,58,99,NA,37,0,0,12.732,98,-
2327,NA,87,90,NA,102,34,99,101,59,0,0,12.732,98,-
2328,8.9127,80,42,2.8648,65,26,73,NA,59,0,0,12.732,NA,-
2329,7.3211,80,NA,NA,65,44,73,NA,59,0,0,9.5493,98,-
2330,6.3662,88,90,NA,NA,35,73,101,59,0,718.74,NA,98,-
2331,14.006,80,42,2.8648,28,58,99,21,37,0,NA,17.825,98,-
2332,14.642,57,42,2.8648,28,14,99,101,37,0,0,7.9577,98,-
2333,6.3662,NA,90,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,-
2334,12.732,NA,90,3.1831,89,14,68,101,37,0,0,12.732,NA,-
2335,19.099,88,8,NA,61,35,49,101,59,0,532.21,26.738,98,-
2336,NA,57,20,4.138,NA,82,103,101,NA,0,0,22.282,98,-
2337,7.0028,NA,NA,NA,65,NA,99,21,37,0,0,11.141,98,-
2338,NA,57,20,4.138,65,NA,68,101,37,0,NA,NA,NA,-
2339,14.324,92,NA,NA,28,NA,99,NA,37,0,0,12.732,98,-
2340,5.7296,80,4,2.5465,65,85,73,101,37,0,0,11.141,98,-
2341,12.414,80,42,2.8648,61,NA,49,101,59,0,0,12.732,98,-
2342,NA,NA,42,2.8648,61,NA,49,101,59,0,748.66,20.69,98,-
2343,7.0028,80,90,3.1831,28,NA,NA,NA,37,0,0,NA,98,-
2344,6.3662,80,90,NA,65,71,NA,101,37,0,0,6.3662,98,-
2345,8.9127,80,90,3.1831,61,85,NA,101,59,0,NA,12.732,98,-
2346,5.7296,80,90,3.1831,65,85,73,101,37,0,0,6.3662,98,-
2347,7.6394,36,20,NA,65,NA,68,17,59,0,0,12.732,98,-
2348,7.6394,80,42,2.8648,65,14,73,NA,59,0,0,12.732,98,-
2349,6.3662,NA,NA,3.1831,65,NA,NA,101,59,0,0,9.5493,98,-
2350,11.141,80,90,3.1831,61,94,49,NA,59,NA,0,17.507,76,-
2351,16.552,87,20,4.138,61,85,49,NA,59,0,NA,19.099,98,-
2352,7.9577,80,18,3.8197,NA,35,NA,101,NA,749.3,0,NA,98,-
2353,6.0479,80,6,NA,65,35,68,101,59,NA,0,11.459,64,-
2354,11.141,NA,20,4.138,NA,NA,49,101,59,0,0,6.3662,98,-
2355,NA,80,90,3.1831,28,14,99,NA,37,0,0,12.732,98,-
2356,6.6845,80,90,3.1831,NA,26,73,101,59,0,0,NA,NA,-
2357,13.369,80,NA,3.5014,28,14,99,101,37,0,0,NA,98,-
2358,NA,80,90,3.1831,65,14,73,101,37,0,0,12.732,98,-
2359,14.006,92,42,2.8648,61,14,49,101,59,0,0,12.732,98,-
2360,7.9577,80,20,4.138,65,NA,NA,NA,NA,0,NA,17.507,98,-
2361,8.2761,80,90,3.1831,61,58,49,101,59,0,0,12.732,NA,-
2362,13.051,NA,3,NA,NA,71,99,NA,37,0,0,12.732,98,-
2363,7.9577,NA,90,3.1831,65,NA,73,NA,59,0,NA,NA,NA,-
2364,NA,80,90,3.1831,61,96,49,101,NA,0,0,12.732,98,-
2365,19.099,80,42,2.8648,61,NA,49,101,59,0,0,12.732,98,-
2366,14.324,88,90,3.1831,65,NA,NA,101,59,0,0,15.915,98,-
2367,11.777,36,42,2.8648,28,14,99,NA,37,0,0,12.732,98,-
2368,7.0028,80,90,NA,65,14,73,101,59,0,0,9.5493,98,-
2369,8.5944,80,42,NA,NA,26,49,101,59,0,0,15.915,NA,-
2370,NA,57,42,2.8648,NA,26,49,101,NA,0,0,12.732,98,-
2371,13.051,80,42,2.8648,61,85,49,101,NA,0,NA,12.732,98,-
2372,NA,NA,2,1.9099,NA,NA,68,NA,37,NA,0,NA,98,-
2373,8.2761,NA,20,4.138,NA,82,68,101,NA,0,0,12.732,98,-
2374,14.961,80,90,3.1831,61,NA,49,17,59,0,0,12.732,NA,-
2375,17.507,87,42,2.8648,61,34,NA,101,59,0,NA,14.324,98,-
2376,12.096,80,42,2.8648,61,44,49,101,59,0,0,NA,NA,-
2377,7.6394,92,20,4.138,65,NA,68,101,59,0,0,4.7746,98,-
2378,6.6845,80,90,3.1831,61,NA,NA,NA,NA,0,0,12.732,NA,-
2379,18.78,57,42,2.8648,102,26,68,NA,59,0,NA,NA,NA,-
2380,13.687,57,63,4.4563,28,82,99,101,59,0,0,12.732,98,-
2381,6.6845,NA,42,2.8648,NA,26,73,NA,59,0,0,12.732,98,-
2382,14.324,80,42,2.8648,65,58,68,101,59,0,0,12.732,98,-
2383,8.5944,80,2,1.9099,61,NA,103,NA,37,NA,0,12.732,64,-
2384,13.051,80,42,2.8648,NA,96,49,NA,NA,0,0,11.141,NA,-
2385,7.0028,92,NA,3.1831,NA,14,73,NA,NA,0,0,12.732,98,-
2386,NA,NA,63,4.4563,61,85,NA,101,59,0,0,19.099,98,-
2387,13.051,92,90,3.1831,65,82,NA,101,59,NA,0,12.732,NA,-
2388,8.5944,80,90,NA,61,44,103,NA,37,0,0,NA,NA,-
2389,13.051,57,90,3.1831,61,34,49,NA,59,0,0,12.732,98,-
2390,6.3662,80,42,2.8648,NA,44,NA,101,NA,0,0,14.324,98,-
2391,18.462,88,42,2.8648,62,NA,99,101,37,0,0,14.324,98,-
2392,11.141,88,4,2.5465,65,71,68,NA,37,0,0,12.732,NA,-
2393,6.6845,80,42,2.8648,65,26,NA,101,NA,NA,0,NA,98,-
2394,9.231,80,18,NA,65,58,99,NA,59,0,NA,NA,98,-
2395,12.732,80,NA,2.8648,102,85,68,101,NA,0,0,12.732,98,-
2396,11.141,80,20,4.138,NA,85,49,101,59,0,0,15.915,98,-
2397,12.732,80,20,4.138,62,71,68,NA,37,0,0,12.732,NA,-
2398,18.78,80,42,2.8648,NA,85,99,NA,37,0,0,NA,98,-
2399,13.687,NA,90,3.1831,61,58,NA,101,NA,NA,0,NA,NA,-
2400,16.234,80,7,1.2732,89,NA,68,21,37,0,0,9.5493,98,-
2401,22.6,80,90,3.1831,NA,NA,68,101,37,943.47,0,NA,98,-
2402,10.504,80,NA,NA,28,58,99,NA,37,0,NA,12.732,98,-
2403,8.9127,NA,42,NA,NA,71,73,21,NA,0,0,11.141,98,-
2404,9.5493,80,42,2.8648,62,85,NA,NA,NA,0,0,12.732,98,-
2405,6.3662,80,NA,0.95493,62,NA,NA,101,59,0,0,12.732,NA,-
2406,16.234,NA,NA,NA,NA,85,NA,101,NA,0,0,15.915,98,-
2407,11.777,80,42,2.8648,65,34,73,101,59,0,0,19.099,NA,-
2408,8.9127,80,8,1.5915,65,58,68,101,59,0,0,15.915,30,-
2409,7.3211,NA,42,2.8648,65,85,73,17,NA,0,NA,15.279,91,-
2410,12.414,80,20,4.138,61,85,103,NA,37,0,0,9.5493,98,-
2411,9.8676,80,NA,1.2732,NA,NA,NA,101,59,0,0,12.732,NA,-
2412,7.3211,NA,20,4.138,65,NA,73,NA,59,0,NA,12.732,98,-
2413,14.961,80,2,1.9099,102,58,68,101,59,NA,0,12.732,98,-
2414,18.78,NA,42,2.8648,102,NA,NA,101,37,NA,0,5.7296,98,-
2415,10.186,80,18,3.8197,NA,44,49,101,59,0,NA,NA,98,-
2416,26.101,NA,7,1.2732,NA,NA,68,NA,59,0,0,NA,98,-
2417,23.555,NA,NA,2.8648,102,71,68,101,59,0,NA,5.4113,98,-
2418,NA,80,90,3.1831,65,NA,73,NA,59,0,0,11.141,98,-
2419,10.186,80,90,3.1831,61,26,49,101,59,0,0,NA,40,-
2420,18.78,80,NA,2.2282,28,14,99,101,37,NA,0,NA,98,-
2421,NA,57,42,NA,61,71,NA,101,NA,0,637.26,14.324,NA,-
2422,7.9577,88,90,3.1831,65,26,NA,NA,59,0,NA,11.141,NA,-
2423,14.006,80,20,NA,NA,14,68,21,59,0,NA,20.69,98,-
2424,18.462,57,NA,1.9099,61,96,49,NA,59,0,0,12.732,98,-
2425,12.414,80,20,4.138,61,85,49,101,59,1102.6,0,NA,98,-
2426,10.186,NA,42,2.8648,65,NA,73,21,59,0,0,12.732,98,-
2427,14.324,80,7,1.2732,28,NA,68,101,59,0,0,15.279,98,-
2428,16.552,NA,90,NA,NA,NA,49,101,59,0,0,NA,98,-
2429,17.825,88,5,0.63662,89,34,68,101,59,0,0,NA,NA,-
2430,NA,80,42,NA,NA,NA,68,101,37,0,0,12.732,NA,-
2431,10.823,80,42,NA,NA,NA,99,21,37,0,0,11.141,NA,-
2432,11.459,NA,7,NA,NA,NA,49,101,59,0,0,11.141,98,-
2433,13.051,80,42,2.8648,62,26,68,101,59,0,NA,NA,76,-
2434,9.5493,80,90,3.1831,65,82,73,NA,59,0,0,12.732,64,-
2435,14.006,NA,NA,4.138,61,34,49,NA,59,NA,0,12.732,NA,-
2436,NA,NA,NA,3.1831,NA,NA,NA,17,NA,0,0,12.732,75,-
2437,10.823,80,90,3.1831,65,71,99,NA,37,0,NA,NA,98,-
2438,13.051,80,90,3.1831,89,71,NA,21,59,0,0,12.732,98,-
2439,9.231,80,42,2.8648,65,44,68,101,59,0,0,12.732,98,-
2440,7.9577,NA,NA,NA,65,58,NA,101,59,0,0,15.279,64,-
2441,13.369,57,20,4.138,89,82,99,NA,59,NA,0,NA,98,-
2442,8.2761,80,19,3.5014,65,85,68,101,59,0,0,17.507,98,-
2443,NA,87,20,NA,NA,NA,49,101,59,0,0,14.324,98,-
2444,15.597,92,3,NA,61,NA,49,101,NA,0,NA,12.732,NA,-
2445,7.3211,80,NA,3.1831,NA,85,73,21,37,0,NA,NA,NA,-
2446,9.5493,80,42,2.8648,65,NA,99,101,59,0,NA,17.507,98,-
2447,14.961,NA,NA,NA,28,NA,68,101,59,NA,0,12.732,98,-
2448,NA,80,42,2.8648,28,26,73,101,NA,NA,531.26,15.915,98,-
2449,6.0479,80,NA,2.8648,65,44,73,101,59,0,0,NA,98,-
2450,14.324,80,NA,3.8197,28,NA,99,101,NA,1736.4,0,12.096,98,-
2451,8.2761,80,42,2.8648,65,26,68,101,NA,0,NA,12.732,98,-
2452,9.8676,80,90,NA,NA,14,68,101,NA,0,0,13.687,NA,-
2453,11.459,87,18,3.8197,89,34,NA,101,59,0,0,15.915,98,-
2454,9.5493,NA,20,4.138,61,94,49,101,59,0,0,12.732,98,-
2455,6.6845,NA,42,2.8648,61,NA,103,21,37,0,0,NA,98,-
2456,23.237,80,2,NA,NA,71,68,101,NA,0,NA,3.1831,NA,-
2457,9.5493,80,2,1.9099,65,26,68,101,59,0,0,15.915,98,-
2458,NA,80,NA,3.1831,28,14,99,101,37,0,0,14.642,98,-
2459,10.823,57,63,4.4563,65,82,68,NA,NA,0,0,15.915,98,-
2460,11.141,80,NA,2.8648,NA,26,49,101,59,0,NA,12.732,98,-
2461,14.324,80,20,NA,28,34,NA,NA,37,0,0,12.732,98,-
2462,8.5944,80,90,3.1831,NA,NA,68,101,59,0,0,15.279,98,-
2463,NA,80,90,3.1831,NA,35,70,101,59,NA,0,15.915,98,-
2464,12.732,80,42,2.8648,89,71,70,NA,37,NA,0,7.9577,98,-
2465,NA,80,81,4.7746,61,14,NA,101,59,0,0,12.732,98,-
2466,6.0479,80,42,2.8648,65,71,73,101,59,0,0,6.3662,NA,-
2467,9.231,80,6,NA,65,71,68,NA,NA,0,0,7.9577,NA,-
2468,NA,87,90,3.1831,61,35,49,NA,NA,0,0,22.918,98,-
2469,10.186,92,NA,3.8197,NA,26,49,101,59,NA,0,12.732,98,-
2470,NA,80,3,2.2282,61,26,49,101,59,NA,0,NA,NA,-
2471,23.555,NA,7,1.2732,61,NA,NA,101,59,NA,0,0.63662,98,-
2472,12.414,88,NA,2.8648,61,NA,49,NA,59,0,0,NA,98,-
2473,13.687,80,NA,NA,28,34,99,101,37,0,NA,12.732,98,-
2474,7.0028,80,90,3.1831,NA,NA,68,101,37,0,0,19.099,NA,-
2475,7.6394,80,42,2.8648,61,NA,49,101,59,NA,0,14.324,98,-
2476,7.9577,80,90,3.1831,65,71,99,21,37,0,0,12.732,98,-
2477,6.0479,80,90,3.1831,65,85,68,NA,37,0,0,8.9127,98,-
2478,9.8676,80,18,3.8197,NA,14,NA,NA,37,0,0,13.051,NA,-
2479,NA,80,3,NA,NA,26,70,101,37,0,0,12.732,98,-
2480,19.417,80,42,2.8648,NA,14,NA,101,59,0,NA,0.95493,98,-
2481,14.961,80,20,4.138,61,71,49,101,59,0,0,12.732,32,-
2482,11.777,80,42,NA,28,14,99,101,NA,0,NA,14.324,98,-
2483,15.915,88,20,4.138,28,34,NA,101,59,0,0,9.5493,98,-
2484,8.5944,80,NA,3.1831,65,NA,68,101,59,0,0,14.006,NA,-
2485,NA,80,42,2.8648,28,14,68,101,37,NA,NA,12.732,NA,-
2486,13.687,NA,NA,2.8648,61,44,49,21,59,0,0,12.732,NA,-
2487,NA,NA,NA,3.8197,61,14,49,NA,59,0,0,NA,98,-
2488,11.459,80,NA,3.1831,65,85,NA,101,37,NA,0,11.141,NA,-
2489,17.825,80,20,4.138,61,82,49,101,59,NA,0,15.915,98,-
2490,8.2761,80,42,2.8648,61,35,49,101,59,NA,0,17.507,98,-
2491,NA,80,20,4.138,NA,82,73,101,37,0,0,12.096,NA,-
2492,14.961,80,NA,2.2282,65,96,68,21,59,0,0,12.732,98,-
2493,21.645,80,4,2.5465,102,85,68,101,37,0,0,9.5493,98,-
2494,NA,57,90,3.1831,65,83,NA,21,59,NA,0,12.732,98,-
2495,8.2761,80,90,3.1831,61,34,49,101,59,NA,NA,19.099,98,-
2496,6.3662,NA,42,NA,65,NA,73,101,59,0,NA,12.732,98,-
2497,14.642,80,90,3.1831,65,14,73,101,37,0,NA,12.732,NA,-
2498,NA,80,90,3.1831,61,26,49,101,NA,0,0,NA,98,-
2499,NA,80,90,NA,61,NA,49,101,59,0,0,13.369,98,-
2500,18.78,80,63,4.4563,102,82,NA,101,37,0,0,12.732,98,-
2501,12.414,80,42,2.8648,NA,14,NA,101,NA,NA,0,12.732,98,-
2502,10.186,NA,90,3.1831,28,35,68,101,37,0,506.11,17.189,98,-
2503,NA,80,NA,3.1831,61,82,NA,101,59,0,NA,NA,98,-
2504,18.78,80,20,4.138,28,NA,99,101,NA,0,0,NA,98,-
2505,11.459,NA,4,2.5465,65,NA,68,NA,59,0,0,NA,98,-
2506,8.2761,80,42,2.8648,65,94,70,101,59,NA,0,12.732,NA,-
2507,10.823,80,42,2.8648,28,14,NA,101,37,0,0,12.732,98,-
2508,NA,80,42,2.8648,65,44,73,21,59,0,0,12.732,98,-
2509,NA,80,42,2.8648,28,NA,68,NA,37,0,NA,12.732,NA,-
2510,NA,NA,42,2.8648,102,NA,68,NA,37,NA,0,9.5493,98,-
2511,9.8676,80,42,2.8648,NA,26,99,101,37,0,0,12.732,NA,-
2512,NA,80,42,2.8648,89,71,68,101,59,0,NA,12.732,98,-
2513,18.144,57,42,2.8648,28,NA,99,101,NA,0,0,19.735,98,-
2514,12.732,80,42,2.8648,89,71,99,101,NA,0,0,14.961,98,-
2515,NA,NA,19,NA,61,85,49,69,59,NA,NA,NA,NA,-
2516,6.3662,80,90,3.1831,65,14,NA,101,59,0,NA,8.2761,98,-
2517,14.324,80,3,2.2282,NA,NA,68,21,37,0,0,12.732,98,-
2518,NA,80,19,3.5014,89,14,99,101,37,0,0,NA,98,-
2519,NA,80,6,0.95493,NA,26,70,101,NA,0,0,12.732,64,-
2520,9.5493,NA,42,NA,NA,26,NA,101,59,0,0,12.732,NA,-
2521,7.9577,80,42,2.8648,62,35,NA,69,59,0,0,12.732,NA,-
2522,9.5493,NA,90,3.1831,65,NA,NA,101,37,NA,547.17,7.9577,98,-
2523,9.8676,NA,42,2.8648,NA,14,NA,NA,37,0,0,12.732,NA,-
2524,8.2761,80,3,NA,65,NA,99,101,59,0,0,6.3662,98,-
2525,7.9577,NA,NA,4.138,65,82,68,101,NA,0,0,12.732,98,-
2526,9.231,80,19,3.5014,NA,14,73,NA,37,0,0,12.732,98,-
2527,7.6394,80,90,3.1831,65,14,73,101,37,1058.4,0,16.552,30,-
2528,6.6845,80,3,NA,65,79,NA,101,37,NA,0,12.732,64,-
2529,NA,80,NA,NA,65,71,73,21,37,0,0,10.186,98,-
2530,11.459,80,90,3.1831,61,34,NA,101,NA,0,NA,12.732,98,-
2531,6.3662,80,NA,NA,65,NA,73,101,37,0,0,7.9577,NA,-
2532,12.414,80,NA,NA,61,58,49,101,59,0,0,12.732,98,-
2533,11.459,80,20,NA,61,34,NA,NA,59,1595.7,0,15.915,98,-
2534,19.417,80,42,NA,61,34,49,NA,59,0,NA,15.915,98,-
2535,12.096,80,81,4.7746,61,82,49,101,59,0,0,NA,98,-
2536,6.3662,NA,90,3.1831,NA,NA,73,101,59,0,NA,NA,98,-
2537,6.6845,80,42,2.8648,89,71,NA,NA,37,0,0,11.141,98,-
2538,12.732,NA,42,2.8648,28,94,99,NA,37,0,0,NA,98,-
2539,NA,80,2,1.9099,61,NA,NA,101,59,0,0,NA,98,-
2540,6.6845,80,90,3.1831,NA,26,49,101,59,0,0,NA,98,-
2541,NA,NA,2,1.9099,61,96,49,21,59,0,NA,NA,98,-
2542,NA,80,20,4.138,61,85,49,101,59,0,0,12.732,98,-
2543,NA,88,42,2.8648,61,26,NA,101,59,NA,0,19.099,98,-
2544,9.5493,80,NA,NA,89,NA,99,101,NA,0,0,12.732,NA,-
2545,8.9127,80,8,1.5915,65,58,99,69,59,0,0,12.732,64,-
2546,12.732,NA,NA,3.5014,61,26,49,101,59,NA,0,12.732,98,-
2547,14.006,80,2,1.9099,61,96,49,NA,59,0,0,12.732,98,-
2548,12.096,80,42,NA,61,NA,49,101,NA,1102.6,NA,12.732,25,-
2549,6.3662,NA,90,3.1831,65,NA,73,101,NA,0,0,NA,98,-
2550,14.006,80,20,4.138,61,82,49,101,59,0,0,NA,98,-
2551,10.504,80,19,3.5014,61,35,49,101,59,0,0,NA,98,-
2552,5.7296,80,42,NA,65,71,73,101,37,0,0,9.5493,98,-
2553,15.915,92,20,4.138,65,NA,68,101,37,0,0,NA,NA,-
2554,14.961,36,NA,NA,65,NA,73,21,59,0,0,12.732,NA,-
2555,16.87,80,42,2.8648,61,NA,49,21,NA,0,0,NA,98,-
2556,12.414,88,90,NA,61,NA,NA,101,59,NA,NA,12.732,98,-
2557,21.008,NA,42,NA,NA,NA,49,NA,59,0,NA,5.7296,98,-
2558,8.2761,80,3,NA,65,35,68,NA,59,0,0,15.915,98,-
2559,13.051,80,6,0.95493,NA,14,49,101,59,0,0,NA,NA,-
2560,14.961,57,NA,3.1831,61,34,49,101,59,NA,0,12.732,98,-
2561,NA,80,19,NA,61,58,NA,15,NA,0,0,NA,98,-
2562,NA,80,8,NA,NA,44,99,21,37,0,NA,15.915,98,-
2563,11.141,NA,90,3.1831,65,58,68,21,NA,0,NA,9.5493,98,-
2564,13.051,NA,42,2.8648,NA,58,49,101,59,918.32,0,12.732,98,-
2565,16.552,88,NA,NA,61,NA,49,NA,59,0,0,NA,98,-
2566,19.417,NA,90,3.1831,61,26,49,101,59,0,0,12.732,NA,-
2567,NA,57,42,2.8648,89,34,99,101,59,0,0,12.732,98,-
2568,6.0479,80,90,3.1831,65,85,NA,101,37,0,0,7.9577,NA,-
2569,12.414,80,90,3.1831,NA,34,68,101,59,0,0,14.324,NA,-
2570,7.0028,NA,90,3.1831,65,NA,68,101,59,NA,0,15.915,98,-
2571,9.5493,92,42,2.8648,89,14,68,101,37,0,NA,12.732,98,-
2572,12.732,80,19,3.5014,NA,71,68,NA,37,0,0,10.186,98,-
2573,13.687,80,20,NA,62,82,NA,101,NA,1058.4,0,NA,98,-
2574,11.777,80,6,0.95493,NA,35,49,NA,NA,0,0,11.459,64,-
2575,7.3211,80,18,3.8197,65,71,NA,101,NA,0,0,NA,98,-
2576,12.414,57,18,NA,28,NA,68,101,59,NA,NA,NA,98,-
2577,17.189,80,NA,NA,61,85,49,101,59,NA,0,12.732,98,-
2578,14.642,87,NA,3.1831,61,NA,NA,101,59,0,0,19.099,98,-
2579,6.3662,80,90,3.1831,65,96,73,101,37,0,0,12.732,98,-
2580,5.4113,80,NA,1.9099,65,85,73,101,37,0,0,4.7746,98,-
2581,11.459,NA,42,2.8648,61,58,49,101,59,0,0,12.732,98,-
2582,NA,80,42,2.8648,61,85,49,101,59,0,0,14.324,98,-
2583,16.87,80,42,2.8648,28,NA,68,101,37,0,0,12.096,98,-
2584,12.096,80,42,2.8648,61,26,NA,101,59,0,0,NA,98,-
